,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
29,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Android Small Removable Sticker Sheet'}),0.010294880491600494,0.0026734767168109814,0.001077371214237261,0.10465116279069768,39.144220756681705,0.0010498480909406156,1.1138971558747306,0.9845896777719542
30,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'8 pc Android Sticker Sheet'}),0.008219943338254659,0.010294880491600494,0.002593671441682295,0.31553398058252424,30.649601113870702,0.0025090481073672356,1.4459521604165269,0.9753908051312999
31,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.010294880491600494,0.008219943338254659,0.002593671441682295,0.25193798449612403,30.6496011138707,0.0025090481073672356,1.3257992467291724,0.9774357320299344
32,frozenset({'Google 22 oz Water Bottle'}),frozenset({'8 pc Android Sticker Sheet'}),0.027293404094010616,0.010294880491600494,0.0013167870396233192,0.048245614035087724,4.686369509043929,0.0010358047062665203,1.0398745034466133,0.8086870261461064
33,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Google 22 oz Water Bottle'}),0.010294880491600494,0.027293404094010616,0.0013167870396233192,0.12790697674418608,4.686369509043929,0.0010358047062665203,1.1153702299722013,0.7947975501497253
34,frozenset({'Google Doodle Decal'}),frozenset({'8 pc Android Sticker Sheet'}),0.01276884402058976,0.010294880491600494,0.0021148397909101792,0.16562500000000002,16.088093507751942,0.00198338606770232,1.1861634391111904,0.9499722788465864
35,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Google Doodle Decal'}),0.010294880491600494,0.01276884402058976,0.0021148397909101792,0.20542635658914732,16.088093507751942,0.00198338606770232,1.2424665280131115,0.9475976354047251
36,frozenset({'Google Kick Ball'}),frozenset({'8 pc Android Sticker Sheet'}),0.011212641155580384,0.010294880491600494,0.001117273851801604,0.099644128113879,9.67899804132528,0.0010018410511097027,1.099237701904586,0.9068517237403435
37,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Google Kick Ball'}),0.010294880491600494,0.011212641155580384,0.001117273851801604,0.10852713178294575,9.67899804132528,0.0010018410511097027,1.1091614720950445,0.9060107936251951
38,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'8 pc Android Sticker Sheet'}),0.03216152587686046,0.010294880491600494,0.0035912373807908704,0.11166253101736973,10.846413526458539,0.003260138315461075,1.1141093943069413,0.937970177970178
39,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.010294880491600494,0.03216152587686046,0.0035912373807908704,0.3488372093023256,10.846413526458537,0.003260138315461075,1.4863233709748214,0.9172465696353935
40,frozenset({'Google Sunglasses'}),frozenset({'8 pc Android Sticker Sheet'}),0.027692430469654045,0.010294880491600494,0.0016759107777024062,0.06051873198847262,5.878526908384157,0.0013908205154953618,1.053459130274278,0.8535255527088745
41,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Google Sunglasses'}),0.010294880491600494,0.027692430469654045,0.0016759107777024062,0.16279069767441862,5.878526908384157,0.0013908205154953618,1.161367374716802,0.8385218377961192
42,frozenset({'Maze Pen'}),frozenset({'8 pc Android Sticker Sheet'}),0.014923586449064283,0.010294880491600494,0.001157176489365947,0.07754010695187166,7.531909381088589,0.0010035399503667618,1.0728977237569315,0.8803698163070611
43,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Maze Pen'}),0.010294880491600494,0.014923586449064283,0.001157176489365947,0.1124031007751938,7.531909381088588,0.0010035399503667618,1.1098240816425389,0.8762524555566833
44,frozenset({'Windup Android'}),frozenset({'8 pc Android Sticker Sheet'}),0.015202904912014684,0.010294880491600494,0.0014364949523163481,0.09448818897637795,9.178172495879876,0.0012799828631219908,1.0929786971962325,0.9048014586709886
45,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'Windup Android'}),0.010294880491600494,0.015202904912014684,0.0014364949523163481,0.13953488372093026,9.178172495879878,0.0012799828631219908,1.1444939213184695,0.9003144780873282
46,frozenset({'YouTube Custom Decals'}),frozenset({'8 pc Android Sticker Sheet'}),0.01671920513945972,0.010294880491600494,0.0013566896771876622,0.081145584725537,7.88212984033598,0.0011845674583623716,1.0771076495429075,0.8879770072138912
47,frozenset({'8 pc Android Sticker Sheet'}),frozenset({'YouTube Custom Decals'}),0.010294880491600494,0.01671920513945972,0.0013566896771876622,0.13178294573643412,7.882129840335979,0.0011845674583623716,1.1325287726518722,0.882213015029017
48,frozenset({'Android BTTF Cosmos Graphic Tee'}),"frozenset({""Android Men's Outerstellar Short Sleeve Tee Black""})",0.004548900682335102,0.0041897769442560155,0.0010374685766729181,0.2280701754385965,54.43492063492064,0.00101840969747236,1.2900268798676684,0.9861151795652939
49,"frozenset({""Android Men's Outerstellar Short Sleeve Tee Black""})",frozenset({'Android BTTF Cosmos Graphic Tee'}),0.0041897769442560155,0.004548900682335102,0.0010374685766729181,0.24761904761904763,54.43492063492064,0.00101840969747236,1.3230679168146178,0.9857595521964813
50,"frozenset({""Google Men's Vintage Badge Tee Sage""})","frozenset({""Android Men's Short Sleeve Hero Tee Heather""})",0.013526994134312279,0.005067634970671561,0.0014763975898806911,0.10914454277286136,21.537569971895106,0.0014078477213575811,1.1168280521355707,0.9666453120866194
51,"frozenset({""Android Men's Short Sleeve Hero Tee Heather""})","frozenset({""Google Men's Vintage Badge Tee Sage""})",0.005067634970671561,0.013526994134312279,0.0014763975898806911,0.2913385826771654,21.537569971895106,0.0014078477213575811,1.3920230193882484,0.958426462076097
52,"frozenset({""Android Men's Short Sleeve Hero Tee Heather""})","frozenset({""Google Men's Vintage Badge Tee White""})",0.005067634970671561,0.011172738518016041,0.0014763975898806911,0.2913385826771654,26.075843644544435,0.001419778229448624,1.3953451356467996,0.9665484446506345
53,"frozenset({""Google Men's Vintage Badge Tee White""})","frozenset({""Android Men's Short Sleeve Hero Tee Heather""})",0.011172738518016041,0.005067634970671561,0.0014763975898806911,0.13214285714285715,26.075843644544435,0.001419778229448624,1.1464241243136295,0.9725159968895088
54,frozenset({'Google 22 oz Water Bottle'}),frozenset({'Android Rise 14 oz Mug'}),0.027293404094010616,0.00997565939108575,0.00119707912693029,0.043859649122807015,4.3966666666666665,0.0009248094240651749,1.0354383011873047,0.7942322681215901
55,frozenset({'Android Rise 14 oz Mug'}),frozenset({'Google 22 oz Water Bottle'}),0.00997565939108575,0.027293404094010616,0.00119707912693029,0.12000000000000001,4.3966666666666665,0.0009248094240651749,1.1053484044386244,0.780339365603966
56,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Android Rise 14 oz Mug'}),0.03216152587686046,0.00997565939108575,0.0010374685766729181,0.03225806451612903,3.233677419354839,0.0007166361490277677,1.0230251519625446,0.7137085137085137
57,frozenset({'Android Rise 14 oz Mug'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.00997565939108575,0.03216152587686046,0.0010374685766729181,0.10400000000000001,3.233677419354839,0.0007166361490277677,1.0801768684410038,0.6977147233082102
58,frozenset({'Red Shine 15 oz Mug'}),frozenset({'Android Rise 14 oz Mug'}),0.012569330832768046,0.00997565939108575,0.0014364949523163481,0.1142857142857143,11.456457142857145,0.001311107589154782,1.117769416816516,0.9243312050432394
59,frozenset({'Android Rise 14 oz Mug'}),frozenset({'Red Shine 15 oz Mug'}),0.00997565939108575,0.012569330832768046,0.0014364949523163481,0.14400000000000002,11.456457142857145,0.001311107589154782,1.1535405013635889,0.921909636854621
60,frozenset({'Windup Android'}),frozenset({'Android Rise 14 oz Mug'}),0.015202904912014684,0.00997565939108575,0.001556202865009377,0.10236220472440945,10.261196850393702,0.0014045438638520542,1.1029218531344922,0.9164786186261066
61,frozenset({'Android Rise 14 oz Mug'}),frozenset({'Windup Android'}),0.00997565939108575,0.015202904912014684,0.001556202865009377,0.156,10.2611968503937,0.0014045438638520542,1.166821202710883,0.9116396883516307
62,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Android Small Removable Sticker Sheet'}),0.03216152587686046,0.0026734767168109814,0.00119707912693029,0.03722084367245657,13.922262138439315,0.0011110960363213897,1.0358829610389824,0.9590160104445818
63,frozenset({'Android Small Removable Sticker Sheet'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.0026734767168109814,0.03216152587686046,0.00119707912693029,0.4477611940298507,13.922262138439315,0.0011110960363213897,1.75257237206082,0.930660691899389
64,frozenset({'Google Doodle Decal'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.01276884402058976,0.008219943338254659,0.001636008140138063,0.128125,15.587090412621357,0.0015310489657938034,1.1375255130170556,0.9479485518754787
65,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'Google Doodle Decal'}),0.008219943338254659,0.01276884402058976,0.001636008140138063,0.1990291262135922,15.587090412621357,0.0015310489657938034,1.2325431401924758,0.9436006888735151
66,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.03216152587686046,0.008219943338254659,0.003870555843741271,0.12034739454094291,14.640903177624127,0.003606189923361667,1.12746787823606,0.9626587779754201
67,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.008219943338254659,0.03216152587686046,0.003870555843741271,0.47087378640776695,14.640903177624127,0.003606189923361667,1.829125923572172,0.9394201834557963
68,frozenset({'Google Sunglasses'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.027692430469654045,0.008219943338254659,0.001077371214237261,0.03890489913544669,4.732988724434123,0.000849741004878148,1.0319270754471532,0.8111805736051644
69,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'Google Sunglasses'}),0.008219943338254659,0.027692430469654045,0.001077371214237261,0.13106796116504854,4.732988724434123,0.000849741004878148,1.1189684878393924,0.7952539544171007
70,frozenset({'Windup Android'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.015202904912014684,0.008219943338254659,0.0010374685766729181,0.06824146981627296,8.301939199347654,0.000912501559719284,1.0644174692623238,0.893124298715871
71,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'Windup Android'}),0.008219943338254659,0.015202904912014684,0.0010374685766729181,0.1262135922330097,8.301939199347654,0.000912501559719284,1.127045564378472,0.886835956238491
72,frozenset({'YouTube Custom Decals'}),frozenset({'Android Sticker Sheet Ultra Removable'}),0.01671920513945972,0.008219943338254659,0.001117273851801604,0.06682577565632458,8.129712445258011,0.0009798429328945891,1.062802669415016,0.8919063851496284
73,frozenset({'Android Sticker Sheet Ultra Removable'}),frozenset({'YouTube Custom Decals'}),0.008219943338254659,0.01671920513945972,0.001117273851801604,0.13592233009708737,8.129712445258011,0.0009798429328945891,1.1379541783217488,0.8842630111791248
74,frozenset({'Badge Holder'}),frozenset({'Galaxy Screen Cleaning Cloth'}),0.010175172578907465,0.005107537608235904,0.0010374685766729181,0.1019607843137255,19.962806372549025,0.0009854985000558576,1.107849685196069,0.9596716675246064
75,frozenset({'Galaxy Screen Cleaning Cloth'}),frozenset({'Badge Holder'}),0.005107537608235904,0.010175172578907465,0.0010374685766729181,0.20312500000000003,19.962806372549025,0.0009854985000558576,1.242133116763724,0.9547834349903898
76,frozenset({'Google 22 oz Water Bottle'}),frozenset({'Badge Holder'}),0.027293404094010616,0.010175172578907465,0.0018355213279597782,0.06725146198830409,6.609368191721133,0.0015578062310373606,1.061191507768068,0.8725134704666373
77,frozenset({'Badge Holder'}),frozenset({'Google 22 oz Water Bottle'}),0.010175172578907465,0.027293404094010616,0.0018355213279597782,0.18039215686274512,6.609368191721133,0.0015578062310373606,1.186795128976207,0.8574240453747164
78,frozenset({'Badge Holder'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.010175172578907465,0.03216152587686046,0.0020350345157814933,0.20000000000000004,6.218610421836229,0.0017077854395834398,1.2097980926539245,0.8478190760299927
79,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Badge Holder'}),0.03216152587686046,0.010175172578907465,0.0020350345157814933,0.06327543424317618,6.218610421836229,0.0017077854395834398,1.056687166756822,0.8670789527932384
80,frozenset({'Google Sunglasses'}),frozenset({'Badge Holder'}),0.027692430469654045,0.010175172578907465,0.001117273851801604,0.040345821325648415,3.965124032321863,0.0008354985926434786,1.0314390844297872,0.7690993087841285
81,frozenset({'Badge Holder'}),frozenset({'Google Sunglasses'}),0.010175172578907465,0.027692430469654045,0.001117273851801604,0.10980392156862746,3.965124032321863,0.0008354985926434786,1.0922397807499482,0.7554883035210375
82,frozenset({'Maze Pen'}),frozenset({'Badge Holder'}),0.014923586449064283,0.010175172578907465,0.00119707912693029,0.08021390374331551,7.883296634161686,0.001045229059314816,1.076146760045025,0.8863774456191518
83,frozenset({'Badge Holder'}),frozenset({'Maze Pen'}),0.010175172578907465,0.014923586449064283,0.00119707912693029,0.11764705882352941,7.883296634161686,0.001045229059314816,1.116419935357727,0.8821252922679995
84,frozenset({'Four Color Retractable Pen'}),frozenset({'Ballpoint LED Light Pen'}),0.012928454570847132,0.011172738518016041,0.002154742428474522,0.16666666666666669,14.917261904761906,0.002010296186112398,1.186592713778381,0.9451833286170515
85,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Four Color Retractable Pen'}),0.011172738518016041,0.012928454570847132,0.002154742428474522,0.19285714285714287,14.917261904761906,0.002010296186112398,1.2229204987617823,0.9435051047173239
86,frozenset({'Google 22 oz Water Bottle'}),frozenset({'Ballpoint LED Light Pen'}),0.027293404094010616,0.011172738518016041,0.0018355213279597782,0.06725146198830409,6.0192460317460315,0.001530579260750849,1.060122017012033,0.8572638855942255
87,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Google 22 oz Water Bottle'}),0.011172738518016041,0.027293404094010616,0.0018355213279597782,0.16428571428571428,6.0192460317460315,0.001530579260750849,1.1639224224516111,0.843288073085446
88,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Ballpoint LED Light Pen'}),0.03216152587686046,0.011172738518016041,0.001556202865009377,0.04838709677419355,4.33081797235023,0.0011968705460468085,1.0391066137607288,0.7946540232254518
89,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.011172738518016041,0.03216152587686046,0.001556202865009377,0.1392857142857143,4.33081797235023,0.0011968705460468085,1.1244596379853902,0.7777867452214734
90,frozenset({'Google Metallic Notebook Set'}),frozenset({'Ballpoint LED Light Pen'}),0.015083196999321655,0.011172738518016041,0.0014364949523163481,0.09523809523809525,8.524149659863946,0.001267974336227203,1.0929143416379823,0.8962038650083053
91,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Google Metallic Notebook Set'}),0.011172738518016041,0.015083196999321655,0.0014364949523163481,0.12857142857142856,8.524149659863944,0.001267974336227203,1.1302323968860242,0.8926596989629151
92,frozenset({'Google Stylus Pen w/ LED Light'}),frozenset({'Ballpoint LED Light Pen'}),0.007222377399146084,0.011172738518016041,0.001077371214237261,0.14917127071823205,13.351361483820048,0.000996677480078173,1.1621930800535005,0.931831308800762
93,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Google Stylus Pen w/ LED Light'}),0.011172738518016041,0.007222377399146084,0.001077371214237261,0.09642857142857143,13.351361483820048,0.000996677480078173,1.0987262226412613,0.9355539713071693
94,frozenset({'Google Sunglasses'}),frozenset({'Ballpoint LED Light Pen'}),0.027692430469654045,0.011172738518016041,0.00159610550257372,0.05763688760806916,5.158707286949362,0.0012867052180079352,1.0493059930710962,0.8291131448270201
95,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Google Sunglasses'}),0.011172738518016041,0.027692430469654045,0.00159610550257372,0.14285714285714285,5.158707286949362,0.0012867052180079352,1.134358831118737,0.8152616924256487
96,frozenset({'Maze Pen'}),frozenset({'Ballpoint LED Light Pen'}),0.014923586449064283,0.011172738518016041,0.0014364949523163481,0.0962566844919786,8.61531703590527,0.0012697576231699454,1.094146141403142,0.8973188767817519
97,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Maze Pen'}),0.011172738518016041,0.014923586449064283,0.0014364949523163481,0.12857142857142856,8.61531703590527,0.0012697576231699454,1.1304155565338605,0.8939151410803079
98,frozenset({'Windup Android'}),frozenset({'Ballpoint LED Light Pen'}),0.015202904912014684,0.011172738518016041,0.00119707912693029,0.07874015748031496,7.047525309336333,0.0010272210456340883,1.0733424120359996,0.8713533225283631
99,frozenset({'Ballpoint LED Light Pen'}),frozenset({'Windup Android'}),0.011172738518016041,0.015202904912014684,0.00119707912693029,0.10714285714285714,7.047525309336333,0.0010272210456340883,1.1029727464985435,0.8678019450385376
100,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Ballpoint Stick Pen 4 Pack'}),0.03216152587686046,0.004429192769642073,0.0013167870396233192,0.04094292803970223,9.243880356783581,0.0011743374417488724,1.0380725363876695,0.9214557448323683
101,frozenset({'Ballpoint Stick Pen 4 Pack'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.004429192769642073,0.03216152587686046,0.0013167870396233192,0.2972972972972973,9.243880356783583,0.0011743374417488724,1.3773085977906216,0.8957879395153944
102,frozenset({'Recycled Paper Journal Set'}),frozenset({'Ballpoint Stick Pen 4 Pack'}),0.009137704002234548,0.004429192769642073,0.0010374685766729181,0.11353711790393013,25.633817223336873,0.0009969959241750914,1.1230823391908964,0.9698512465305313
103,frozenset({'Ballpoint Stick Pen 4 Pack'}),frozenset({'Recycled Paper Journal Set'}),0.004429192769642073,0.009137704002234548,0.0010374685766729181,0.23423423423423426,25.633817223336877,0.0009969959241750914,1.2939495865382584,0.9652643749036534
104,frozenset({'Google 22 oz Water Bottle'}),frozenset({'Collapsible Shopping Bag'}),0.027293404094010616,0.008140138063125973,0.0019153266030884641,0.07017543859649122,8.620915032679738,0.00169315452555053,1.0667172100075815,0.9088074824629774
105,frozenset({'Collapsible Shopping Bag'}),frozenset({'Google 22 oz Water Bottle'}),0.008140138063125973,0.027293404094010616,0.0019153266030884641,0.2352941176470588,8.620915032679736,0.00169315452555053,1.2720009331078321,0.8912579957356077
106,frozenset({'Google Sunglasses'}),frozenset({'Collapsible Shopping Bag'}),0.027692430469654045,0.008140138063125973,0.001157176489365947,0.04178674351585014,5.133419506130982,0.0009317562820394466,1.035113901028858,0.828131036463957
107,frozenset({'Collapsible Shopping Bag'}),frozenset({'Google Sunglasses'}),0.008140138063125973,0.027692430469654045,0.001157176489365947,0.14215686274509803,5.133419506130982,0.0009317562820394466,1.1334328239096603,0.8118062906029384
108,frozenset({'Sport Bag'}),frozenset({'Collapsible Shopping Bag'}),0.016280276126251946,0.008140138063125973,0.001276884402058976,0.07843137254901959,9.635140330642058,0.0011443607066854715,1.0762734672080974,0.9110453088873565
109,frozenset({'Collapsible Shopping Bag'}),frozenset({'Sport Bag'}),0.008140138063125973,0.016280276126251946,0.001276884402058976,0.15686274509803919,9.635140330642058,0.0011443607066854715,1.1667373469200268,0.9035684113127087
110,frozenset({'Colored Pencil Set'}),frozenset({'Four Color Retractable Pen'}),0.006264714097601851,0.012928454570847132,0.001276884402058976,0.2038216560509554,15.765353463867264,0.0011958913304487848,1.239761861059016,0.9424741005460969
111,frozenset({'Four Color Retractable Pen'}),frozenset({'Colored Pencil Set'}),0.012928454570847132,0.006264714097601851,0.001276884402058976,0.09876543209876543,15.765353463867264,0.0011958913304487848,1.1026377829875924,0.9488367627440676
112,frozenset({'Colored Pencil Set'}),frozenset({'Google 22 oz Water Bottle'}),0.006264714097601851,0.027293404094010616,0.001236981764494633,0.19745222929936304,7.2344302901627735,0.0010659963910953406,1.2120232980733359,0.8672049055469778
113,frozenset({'Google 22 oz Water Bottle'}),frozenset({'Colored Pencil Set'}),0.027293404094010616,0.006264714097601851,0.001236981764494633,0.04532163742690058,7.234430290162774,0.0010659963910953406,1.0409110804858197,0.8859527820380659
114,frozenset({'Google Kick Ball'}),frozenset({'Colored Pencil Set'}),0.011212641155580384,0.006264714097601851,0.001636008140138063,0.14590747330960852,23.29036425867579,0.001565764149019348,1.1634983972440578,0.9679166912734504
115,frozenset({'Colored Pencil Set'}),frozenset({'Google Kick Ball'}),0.006264714097601851,0.011212641155580384,0.001636008140138063,0.2611464968152866,23.290364258675794,0.001565764149019348,1.3382725460221885,0.9630973180917162
116,frozenset({'Colored Pencil Set'}),frozenset({'Google Laptop and Cell Phone Stickers'}),0.006264714097601851,0.03216152587686046,0.001236981764494633,0.19745222929936304,6.139392454679078,0.0010354989999334786,1.2059574637883563,0.8423947960167043
117,frozenset({'Google Laptop and Cell Phone Stickers'}),frozenset({'Colored Pencil Set'}),0.03216152587686046,0.006264714097601851,0.001236981764494633,0.03846153846153846,6.139392454679078,0.0010354989999334786,1.0334846973384941,0.864935064935065
